Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y
Gymnastiek,Turnz,www.turnz.nl,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40535474,ja,"4,80397743","52,3678604"
Gymnastiek,Veerkracht,www.tvveerkracht.nl,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Noord,,40534778,,"4,80397743","52,3678604"
Gymnastiek,DOS,www.dosamsterdam.nl,Sportcentrum Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,40532716,ja,"4,80943351","52,34013284"
Gymnastiek,City Gymnastics Amsterdam ,www.citygymnastics.nl,Sportcentrum Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,,,"4,80943351","52,34013284"
Gymnastiek,Peutergym,www.peuter-gym.nl,Sportcentrum voor Vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,73584983,ja,"4,99617033","52,35682337"
Gymnastiek,Turnz,www.turnz.nl,Sporthal Centrum voor vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,40535474,ja,"4,99617033","52,35682337"
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Sporthal De Meent,Orion 3,1188AM,Amstelveen,Buiten Amsterdam,,34165812,,"4,85565552","52,28121841"
Gymnastiek,Panda Gym,www.pandagym.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,77533550,ja,"4,97825726","52,29676965"
Gymnastiek,DOS,www.dosamsterdam.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Nieuw-West,,40532716,ja,"4,93135106","52,35788575"
Gymnastiek,DOS,www.dosamsterdam.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,40532715,ja,"4,93135106","52,35788575"
Gymnastiek,DOS,www.dosamsterdam.nl,Sporthal Zeeburgereiland,Foekje Dillemastraat 118,1095MK,Amsterdam,Oost,,40532716,ja,"4,96866457","52,37236218"
Gymnastiek,GTV de Badhoeve,www.gtvdebadhoeve.nl,Sportpark Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40595417,,"4,80397743","52,3678604"
Gymnastiek,You Turn Amsterdam,www.youturnamsterdam.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,54804728,ja,"4,86575665","52,36466138"
Gymnastiek,N.O.S.,www.nos-turnen.nl,Sportzaal Dorpshuis,Dorpsplein 60,1115CX,Duivendrecht,Buiten Amsterdam,,40531788,,"4,93835705","52,3325943"
Gymnastiek,DOS,www.dosamsterdam.nl,Sportzaal Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40532716,ja,"4,87847974","52,3779916"
Gymnastiek,Turnz,www.turnz.nl,Troelstraschool,Doctor H. Colijnstraat 2,1067CG,Amsterdam,Nieuw-West,,40535474,ja,"4,80659079","52,37529812"
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Turnhal en Beweegbox,Sportlaan 25,1185TB,Amstelveen,Buiten Amsterdam,,34165812,,"4,85227274","52,28931401"
Gymnastiek,Turnz,www.turnz.nl,Turnhal Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,40535474,ja,"4,80943351","52,34013284"
Gymnastiek,GV TONIDO,www.tonidoamsterdamnoord.nl,Turnzaal TONIDO,Bezaanjachtplein 245,1034CR,Amsterdam,Noord,,40532221,ja,"4,91705772","52,40785689"
Gymnastiek,WVGV,www.turneninweesp.nl,Wijkcentrum De Roskam,Papelaan 99,1382RK,Weesp,Buiten Amsterdam,,40516125,ja,"5,0346401","52,31211034"
Handbal,Universitaire Sportvereniging,www.ushandbal.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993,,"4,91002045","52,35863353"
Handbal,Zeeburg,www.svzeeburg.nl,Sporthal Diemen,Prins Bernhardlaan 2,1111ET,Diemen,Buiten Amsterdam,,40532363,,"4,96858557","52,3384643"
Handbal,DSG,www.dsghandbal.nl,Sporthal Sloten,Sloterweg 1043F,1066CC,Amsterdam,Nieuw-West,,40530112,ja,"4,80253316","52,33707005"
Handbal,WeHave,www.wehave.nl,Sporthal Weespersluis,Fort Diemerdamstraat 71d,1384AH,Weesp,Weesp,,40516197,ja,"5,0440134","52,3170116"
Handbal,T.O.G.,www.avvtog.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40532089,,"4,95130945","52,36594199"
Handbal,AHC'31,www.ahc31.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,40531675,,"4,85410708","52,33997926"
Handbal,Aristos,www.aristosamsterdam.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,40531183,ja,"4,78435888","52,38206168"
Handbal,VOC Amsterdam,www.voc-handbal.nl,Sportpark De Weeren,Volendammerweg 314,1027EA,Amsterdam,Noord,,34255593,,"4,96561264","52,39346007"
Handbal,T.O.B.,www.rksv.tob.nl,Sportpark Melkweg,Meteorenweg 270,1035RN,Amsterdam,Noord,,40530737,,"4,87475375","52,41828524"
Handbal,SV Vriendschap,www.svvriendschap.nl,Sportpark Melkweg,Meteorenweg 278,1035RN,Amsterdam,Noord,,40531691,ja,"4,87256589","52,41934529"
Handbal,Heracles,www.sv-heracles-amsterdam.info/?tag=handbal,Sportpark Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40530123,,"4,80397743","52,3678604"
Handbal,Westsite,www.westsite.amsterdam,Sportpark Riekerhaven,Handbalstraat 740,1062XA,Amsterdam,Nieuw-West,,34162957,ja,"4,8363683","52,34181617"
Handbal,DSG,www.dsghandbal.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40530112,,"4,80649086","52,33961512"
Handboogschieten,K.N.H.S Concordia,www.knhs-concordia.org,Sportpark Ookmeer,Abe Lenstralaan 10,1067MV,Amsterdam,Nieuw-West,,40531835,,"4,79380531","52,37311264"
Handboogschieten,Amsterdamse Spoorweg Sport Vereniging A.S.S.V.,www.assv.deds.nl,Zwembad & Sportcentrum Wethouder Duran,Ouderkerkerlaan 10,1115NS,Duivendrecht,Buiten Amsterdam,,40530845,,"4,93842698","52,32084685"
Hapkido,Chong Mu Kwan,www.chongmukwan.com,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,,"4,89371511","52,34975372"
Hardlopen,Running Holland,www.runningholland.nl,Amsterdamse Bos,Bosbaanweg 5,1182DA,Amstelveen,Buiten Amsterdam,,52662101,,"4,85497141","52,32743247"
Hardlopen,Stichting Project Fearless,www.projectfearless.org/nl-home,Beatrixpark,Beethovenplein 2,1077WM,Amsterdam,Zuid,,75276836,ja,"4,87811483","52,34150723"
Hardlopen,Running Holland,www.runningholland.nl,Sport371,Overtoom 371,1054JN,Amsterdam,West,,52662101,,"4,8630132","52,35951726"
Hardlopen,Zoev,www.zoev.net,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,34239339,,"4,95629984","52,35564969"
Hardlopen,Sportclub Eendracht,www.sportparkdeeendracht.nl/sporten/hardlopen,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,40533717,,"4,78712247","52,37972092"
Hardlopen,Running Club Amsterdam,www.runningclubamsterdam.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,,,"4,80649086","52,33961512"
Hardlopen,Loopqlub,www.loopqlub.nl,Sportpark Westerpark,Klönne plein 10-12,1014DD,Amsterdam,West,,58979611,,"4,87041182","52,38725893"
Hockey,Rubicon,www.ahcrubicon.nl,Bijlmer Sportpark,Karspeldreef 505,1102BX,Amsterdam,Zuidoost,,67536484,,"4,96474872","52,3114262"
Hockey,SV Kampong Hockey rolstoelhockey,www.stickweb.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,Ja,34190856,,"4,97825726","52,29676965"
Hockey,HC A.M.V.J.,www.hcamvj.nl,Sportpark 't Loopveld,Aanloop 2,1183SZ,Amstelveen,Zuid,,40532754,,"4,88479553","52,32047213"
Hockey,V.V.V.,www.hockeyclubvvv.nl,Sportpark 't Loopveld,Aanloop 7,1183SZ,Amstelveen,Zuid,,40530657,ja,"4,89196336","52,31863464"
Hockey,Pinoké,www.pinoke.nl,Sportpark Amsterdamse Bos,Jan Tooroplaan 46,1182AE,Amstelveen,Buiten Amsterdam,,40531935,,"4,85256749","52,31825908"
Hockey,A.H.& B.C.,www.ahbc.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 19,1182AA,Amstelveen,Zuid,,40530202,,"4,85218956","52,32008914"
Hockey,THC Hurley,www.hurley.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 21,1182AA,Amstelveen,Zuid,,40533024,,"4,84837639","52,32087754"
Hockey,Abcoude,www.hvabcoude.nl,Sportpark De Hollandse Kade,Ruwelspad 1,1391JA,Abcoude,Buiten Amsterdam,,,,"4,9706876","52,27983528"
Hockey,H.I.C.,www.hichockey.nl,Sportpark Escapade,Escapade 1,1183NM,Amstelveen,Buiten Amsterdam,,,,"4,8840293","52,30415977"
Hockey,AHC IJburg ,www.ahcijburg.nl,Sportpark IJburg,Jan Beijerpad 1,1087BX,Amsterdam,Oost,,34388539,,"4,98089246","52,3547421"
Hockey,AHMC  F.I.T.,www.amhc-fit.nl,Sportpark Kadoelen,Vikingpad 41,1034VG,Amsterdam,Noord,,40531047,,"4,91507052","52,41453414"
Hockey,S.B.H.C. Xenios,www.xenios.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40535212,,"4,80649086","52,33961512"
Hockey,A.M.H.C. Westerpark,www.amhcwesterpark.nl,Sportpark Spieringhorn,Sportpark Spieringhorn 5,1043AA,Amsterdam,Nieuw-West,,34342197,,"4,82701658","52,38633361"
Hockey,Myra,www.hvmyra.nl,Sportpark Sportlaan,Sportlaan 31,1185TB,Amstelveen,Buiten Amsterdam,,40531629,,"4,85519979","52,28870863"
Hockey,M.H.C. Amstelveen,www.mhc-amstelveen.nl,Sportpark Startbaan,Startbaan 9,1185XP,Amstelveen,Buiten Amsterdam,,,,"4,85076981","52,28861307"
Hockey,AthenA,www.hcathena.nl,Sportpark Voorland,Voorlandpad 13,1098TZ,Amsterdam,Oost,,34212175,,"4,95521638","52,34685655"
Honkbal/Softbal,Amsterdam Marshals,www.amsterdammarshals.nl,Bijlmer Sportpark,Karspeldreef 505,1102BX,Amsterdam,Zuidoost,,54216869,ja,"4,96474872","52,3114262"
Honkbal/Softbal,D.V.H.,www.dvh-amstelveen.nl,DVH-Sportcentrum,Wimbledonpark 2,1185XN,Amstelveen,Buiten Amsterdam,,,,"4,84527371","52,28913047"
Honkbal/Softbal,sc Badhoevedorp,www.scbdorp.nl,Sportcomplex de Sporthoeve,Sportlaan 2,1171EH,Badhoevedorp,Buiten Amsterdam,,40594223,,"4,78419081","52,33321808"
Honkbal/Softbal,TIW Survivors Diemen,www.tiw-survivors.nl,Sportpark De Diemen,Sportlaan 9,1111PX,Diemen,Buiten Amsterdam,,40536535,,"4,97628924","52,33851845"
Honkbal/Softbal,O.S.C. Ban Topa Future Stars,www.bantopafs.nl,Sportpark De Toekomst,Borchlandweg 14,1114BD,Amsterdam-Duivendrecht,Zuidoost,,,,"4,9288665","52,31357084"
Honkbal/Softbal,O.V.V.O.,www.ovvo-amsterdam.nl,Sportpark Middenmeer,Radioweg 73,1098NG,Amsterdam,Oost,,34153612,ja,"4,9493275","52,34996985"
Honkbal/Softbal,Amsterdam Pirates,www.amsterdampirates.nl,Sportpark Ookmeer,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,40531384,,"4,79847299","52,36662879"
Honkbal/Softbal,A.H.C. Quick,www.quickamsterdam.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40535612,ja,"4,80649086","52,33961512"
Honkbal/Softbal,Amsterdam North Stars,www.amsterdamnorthstars.nl,Sportpark Tuindorp-Oostzaan,Perenpad 3-5,1033TB,Amsterdam,Noord,,34263263,ja,"4,89507432","52,41379668"
IJshockey,IJV Amstel Tijgers anno 1963,www.amsteltijgers.nl,Jaap Eden IJsbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,34194868,,"4,94536705","52,34897301"
Jeu de Boules,Abcoude,jdbca.nl,Boulodrôme,Molenweg 19 B,1391CH,Abcoude,Buiten Amsterdam,,,,"4,98147547","52,26885797"
Jeu de Boules,Les Bohemiens de Petanque,lesbohemiensdepetanque.weebly.com,Jeu de Boules,Buziaustraat 32,1068KN,Amsterdam,Nieuw-West,,,,"4,81189422","52,35263222"
Jeu de Boules,Mooie Boules,www.mooieboules.nl,Mooie Boules,Zeeburgerpad 3,1018AH,Amsterdam,Oost,,69390967,,"4,92743145","52,36685944"
Jeu de Boules,De Drie Kastanjes,geen website,Onderlangs,Onderlangs,1097ZJ,Amsterdam,Oost,,40539544,,"4,95045876","52,34049465"
Jeu de Boules,Jeu De Boule Vereniging De Meteoor,www.jbcdemeteoor.nl,Sportpark Tuindorp Oostzaan,Perenpad 3,1033TB,Amsterdam,Noord,,40534702,,"4,89507432","52,41379668"
Judo,Fuyiama,www.fuyiama.nl,A.S.V. Bilderdijkpark,Bilderdijkpark 10,1052SB,Amsterdam,West,,34138064,ja,"4,86887575","52,37164057"
Judo,BeTer Judo,www.beterjudo.nl,Alphons Laudyschool,Meer en Vaart 9,1068KV,Amsterdam,Nieuw-West,ja,,,"4,80633473","52,36500489"
Judo,Stichting Special Needs Judo Foundation,www.specialneedsjudo.nl,Alphons Laudyschool,Meer en Vaart 9,1068KV,Amsterdam,Nieuw-West,,,,"4,80633473","52,36500489"
Judo,Judo-iwa,www.judo-iwa.nl,Amsterdam Training Center,H.J.E. Wenckebachweg 6V-5,1096AN,Amsterdam,Oost,,72720387,ja,"4,92759236","52,33669611"
Judo,Judoschool Van Heest,www.judoschool.nl,Basisschool de Achthoek ,Hengelstraat 100,1019DC,Amsterdam,Oost,,34266776,,"4,9457341","52,37440571"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,BS de Ark,Zuid Hollandstraat 7,1082EK,Amsterdam,Zuid,,56080212,ja,"4,87474072","52,32662842"
Judo,Budoschool Amsterdam,www.budoschoolamsterdam.eu,BSA de Zeppelin,Bessenpad 1,1033LW,Amsterdam,Noord,,,,"4,8949353","52,41043473"
Judo,Shin Shin Bu Ken,www.shin-shinbuken.nl,Budovereniging Shin-ShinBuKen,Lodewijk van Deysselstraat 107,1064HM,Amsterdam,Nieuw-West,,,,"4,81047224","52,37764394"
Judo,Judo Jishin,www.judojishin.nl,Buitenschoolse Opvang Villa Bons,Galileïplantsoen 39,1098LW,Amsterdam,Oost,,56131445,,"4,93888977","52,35417565"
Judo,Fuyiama,www.fuyiama.nl,Buurtcentrum Oosterpark,Derde Oosterparkstraat 159,1092CW,Amsterdam,Oost,,34138064,ja,"4,92022776","52,35752782"
Judo,Buurtvereniging Jacob Maris,www.jacobmaris.com,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,40535350,,"4,85527593","52,36571126"
Judo,Fuyiama,www.fuyiama.nl,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,34138064,ja,"4,85527593","52,36571126"
Judo,Judo Ryu Sakura,www.judoryusakura.nl,Chassé Dans Studio,Chasséstraat 64,1057JJ,Amsterdam,West,,72973331,ja,"4,86158761","52,37002713"
Judo,Judoschool Van Heest,www.judoschool.nl,De Palm,Palmstraat 34,1015HS,Amsterdam,Centrum,,34266776,,"4,88401802","52,38173617"
Judo,Don Bosco,www.donbosco-amsterdam.nl,Don Bosco,James Wattstraat 56,1097DM,Amsterdam,Oost,,,,"4,92492702","52,35171324"
Judo,Dojo de Jong,www.dojodejong.nl,Frankendaelschool,Hogeweg 63,1098CA,Amsterdam,Oost,,34219604,,"4,93484582","52,35634428"
Judo,Stichting Koka,www.stichtingkoka.nl,Groeneveen 91D,Groeneveen 91D,1103EG,Amsterdam,Zuidoost,,34372273,,"4,97273802","52,32114327"
Judo,H.C. Fritz ,www.judofritz.nl,Gymnastiekgebouw,Schoolstraat 61,1111BP,Diemen,Buiten Amsterdam,,69593299,,"4,9589162","52,34110356"
Judo,Kenchutai,www.kenchutai.nl,Gymzaal Adelaarsweg 113,Adelaarsweg 113,1021BZ,Amsterdam,Noord,,61704768,,"4,92026769","52,38860742"
Judo,Judoclub KidsFun,www.jckidsfun.nl,Gymzaal Chrysantenstraat 28,Chrysantenstraat 28,1031HT,Amsterdam,Noord,,56212321,ja,"4,90604312","52,39189037"
Judo,Sportcentrum Pleizier,www.sportcentrumpleizier.nl,Gymzaal Holendrecht,Wisseloordplein 4,1106MH,Amsterdam,Zuidoost,,40538671,ja,"4,9886486","52,29700286"
Judo,Judo Jishin,www.judojishin.nl,Gymzaal Pro Regeschool,Hemsterhuisstraat 87,1065JX,Amsterdam,Nieuw-West,,56131445,,"4,82322682","52,36092523"
Judo,Judoschool Onaji,www.judoschoolonaji.nl,Gymzaal Rosa Boekdrukker,Vancouverstraat 3,1056DT,Amsterdam,West,,56001185,ja,"4,855348","52,3731714"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Gymzaal Theophile de Bockstraat 100,Theophile de Bockstraat 100,1058VC,Amsterdam,Zuid,,56080212,ja,"4,84614077","52,35510924"
Judo,Fuyiama,www.fuyiama.nl,Gymzaal Wachterliedpaviljoen,Wachterliedplantsoen 1,1055SB,Amsterdam,West,,34138064,ja,"4,85384756","52,37763867"
Judo,Budoschool Amsterdam,www.budoschoolamsterdam.eu,Heldringschool ,Bosrankstraat 1,1032LH,Amsterdam,Noord,,34301792,,"4,90653659","52,39777221"
Judo,Judoschool Onaji,www.judoschoolonaji.nl,Hogendorp Sportcentrum,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,56001185,ja,"4,86758379","52,38164722"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,HvA,Dokter Meurerlaan 8,1067SM,Amsterdam,Nieuw-West,,56080212,ja,"4,80572388","52,36792292"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Instituut Schreuder,Van de Veldestraat 10,1071CW,Amsterdam,Zuid,,56080212,ja,"4,87990158","52,35897068"
Judo,Jumping Feet,www.jumpingfeet.nl,Jumping Feet Fitness en Aerobic-Dance Studio,Noordkaperweg 5,1035HA,Amsterdam,Noord,,,,"4,88450586","52,42161649"
Judo,Reis- en Ontspanningsvereniging Kindervreugd,www.kindervreugd.org,Kindervreugd,Kramatweg 31 A,1095JS,Amsterdam,Oost,,,,"4,94644649","52,36478255"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Lastage,Lastage/Nieuwe Jonkerstraat,1011CM,Amsterdam,Centrum,,56080212,ja,"4,90265284","52,373353"
Judo,Judoclub KidsFun,www.jckidsfun.nl,OBS Vijf Sterren,Markengouw 245A,1024EA,Amsterdam,Noord,,56212321,ja,"4,95911832","52,39429711"
Judo,Judoschool Van Heest,www.judoschool.nl,Openbare Montessorischool Steigereiland ,John Hadleystraat 4,1086WB,Amsterdam,Oost,,34266776,,"4,98220182","52,36099163"
Judo,Toradoshi,www.toradoshi.nl,Pluspunt,Albardakade 5-7,1067DD,Amsterdam,Nieuw-West,,34205146,ja,"4,80263944","52,37802795"
Judo,Judovereniging Tenkaichi,www.tenkaichi.nl,Sportcentrum Caland (dojo in kelder),Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34181512,,"4,80713356","52,35443917"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,56080212,ja,"4,89371511","52,34975372"
Judo,Bushido Dojo,www.bushido-dojo.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,40537838,,"4,93135106","52,35788575"
Judo,Luki Goshi,www.lukigoshi.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,34185499,,"4,93135106","52,35788575"
Judo,Judo Yushi,www.judoyushi.nl,Sportpark Ookmeer,Dokter Meurerlaan 8,1067SM,Amsterdam,Nieuw-West,,34117993,ja,"4,80572388","52,36792292"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportpark Sloten ,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,56080212,ja,"4,80943351","52,34013284"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,56080212,ja,"4,86575665","52,36466138"
Judo,Judoclub KidsFun,www.jckidsfun.nl,Turnzaal TONIDO,Bezaanjachtplein 245,1034CR,Amsterdam,Noord,,56212321,ja,"4,91705772","52,40785689"
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Wellantcollege,Jan van Zutphenstraat 60,1069RS,Amsterdam,Nieuw-West,,56080212,ja,"4,79535064","52,34974313"
Judo,Judoschool Onaji,www.judoschoolonaji.nl,WG-terrein,Ketelhuisplein 45,1054RD,Amsterdam,West,,56001185,ja,"4,8694695","52,36354522"
Judo  ,Oska ,www.bloemenkwartier.nl,Buurthuis het Anker,Wingerdweg 260 B,1032AN,Amsterdam,Noord,,40535396,,"4,91871302","52,39671714"
Kaatsen,Amsterdamse Kaatsclub,www.kaatsclubamsterdam.nl,Sportpark De Eendracht,Bok de Korverweg 6,1067HR,Amsterdam,Nieuw-West,,,,"4,78639297","52,37827918"
Kanoën,Amstelsport,www.amstelsport.nl/buitensport-activiteiten/kano,Amstelsport,Ouderkerkerdijk,1096CR,Amsterdam,Oost,,,,"4,9144883","52,33948529"
Kanoën,Kanovereniging Zeeburg,www.kvzeeburg.nl,Clubgebouw KVZ,Veemarkt 76A,1019DD,Amsterdam,Oost,,,,"4,93630131","52,36743224"
Kanoën,Sloterplas,www.kanoverenigingsloterplas.nl,Clubhuis,Christoffel Plantijngracht 1,1065DA,Amsterdam,Nieuw-West,,40530649,,"4,81604407","52,35894943"
Kanoën,Gaasperplas,www.kvgaasperplas.nl,Clubhuis,Langbroekpad 2,1108EA,Amsterdam,Zuidoost,,40533116,,"4,97986793","52,30497207"
Kanoën,KV Frisia,www.kvfrisia.nl,Clubhuis Frisia,Bleekerskade 4,1182EA,Amstelveen,Buiten Amsterdam,,40531003,,"4,83951467","52,31292697"
Kanoën,Griffioen Outdoor,www.griffioenoutdoor.nl,Griffioen Outdoor,Willinklaan 7,1067SL,Amsterdam,Nieuw-West,,32120847,,"4,80333655","52,37081422"
Kanoën,Sportmomentje,www.sportmomentje.nl,Jeugdland Amsterdam,Valentijnkade 131,1095KH,Amsterdam,Oost,,63649055,,"4,95573736","52,35901971"
Kanoën,Kano op IJburg,www.kanoopijburg.nl,Kano op IJburg,Zandzeggestraat 3,1087SL,Amsterdam,Oost,,34368596,,"5,0054329","52,34448074"
Kanoën,Kano & SUP Amsterdam/Kanoschool.nl,www.kanoschool.nl,Roeicentrum Berlagebrug,Weesperzijde 1094,1097DS,Amsterdam,Oost,,35029626,,"4,91299394","52,34833311"
Kanoën,Viking,www.kvviking.nl,Sportpark Kadoelen,Vikingpad 40,1034VG,Amsterdam,Noord,,40532948,,"4,91523502","52,41289006"
Kanoën,Watersportcentrum Sloterplas,www.watersportcentrumsloterplas.nl,Watersportcentrum,Christoffel Plantijngracht 4,1065DA,Amsterdam,Nieuw-West,,,,"4,81589472","52,36028789"
Karate,Shuri Ryu Amsterdam,www.shuriryu.nl/karate/amsterdam,9e Montessorischool,Karel du Jardinstraat 74,1073TE,Amsterdam,Zuid,,,,"4,89695645","52,35128612"
Karate,Shin-ShinBuKen budovereniging,www.shin-shinbuken.nl,Budovereniging Shin-ShinBuKen,Lodewijk van Deysselstraat 107,1064HM,Amsterdam,Nieuw-West,,,,"4,81047224","52,37764394"
Karate,ki club.cool,www.martialart.nl,Burghtschool,Herengracht 34,1015BL,Amsterdam,Centrum,,34214965,,"4,89073943","52,3782863"
Karate,Karateschool Fightin' Nabil,www.fightinnabil.nl,Dojo Sportcentrum Calland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,51100053,,"4,80713356","52,35443917"
Karate,Budo lifestyle karate,www.budolifestyle.nl ,Gymzaal Houdringe,Houdringe 2,1025BA,Amsterdam,Noord,,,ja,"4,94584032","52,40062309"
Karate,St. Budo Lifestyle,www.budolifestyle.nl,Gymzaal Louis Bouwmeesterschool,Louis Bouwmeesterstraat 14,1065KW,Amsterdam,Nieuw-West,,,,"4,82076845","52,35570058"
Karate,Nippon Karatedo Genwakai,www.genwakai.eu,Gymzaal MFC Binnenhof,Arent Janszoon Ernststraat 112,1082LP,Amsterdam,Zuid,,,,"4,87822551","52,33231476"
Karate,Stichting Karate Zuidoost,www.karatezuidoost.nl,Gymzaal Mijehof 300,Mijehof 300,1106HW,Amsterdam,Zuidoost,,56917708,ja,"4,96843048","52,30042026"
Karate,Shin-Karasukai,www.shin-karasukai.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,,,"4,87034696","52,35123583"
Karate,Shorinji Kempo |Jordaan,www.sk-amsterdam.nl/where.html,jordaan Dojo,Westerstraat 202,1015 MS,Amsterdam,Jordaan,,80269087,,"4,88106295","52,37812849"
Karate,Stichting Budo Lifestyle,www.budolifestyle.nl,Montessori Boven 't IJ,Kampina 5,1025DD,Amsterdam,Noord,,34302800,ja,"4,94011121","52,40339676"
Karate,Shin Ju Karate Do Amsterdam,www.shin-ju.nl,Parelschool,Kleine Wittenburgerstraat 100,1018LZ,Amsterdam,Centrum,,,,"4,92099999","52,37065292"
Karate,Dojo Suhari,www.wadoryu.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,,"4,89371511","52,34975372"
Karate,Shuri Ryu Amsterdam,www.shuriryu.nl/karate/amsterdam,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,,"4,89371511","52,34975372"
Karate,Shorinji Kempo Zuid,www.sk-amsterdam.nl/where.html,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,80269087,,"4,89371511","52,34975372"
Karate,Sportschool Van den Berg,www.fitnessamsterdamwest.nl,Sportschool,Korte Geuzenstraat 7,1056KR,Amsterdam,West,,,,"4,86461147","52,37089382"
Karate,Nippon do,www.nippondo.nl,Sportschool,Derde Schinkelstraat 18,1075TL,Amsterdam,Zuid,,,,"4,85491422","52,35302791"
Karate,Stichting Evolution Sports,www.evolutionsports.nl,Gymzaal Kortvoort,Klateringpad 1,1104KW,Amsterdam,Zuidoost,ja,34120573,ja,"4,97310349","52,31497894"
Karate,Iko Kyokushinkaikan Nederland,www.ikonederland.nl,Sportzaal Montessori Lyceum Amsterdam,Hobbemakade 54,1071XL,Amsterdam,Zuid,,58537953,,"4,88618062","52,3554203"
Karate,Shorinji Kempo West,www.sk-amsterdam.nl/where.html,Studio 100,De Wittenstraat 100,1052BA,Amsterdam,West,,80269087,,"4,878491068","52,38323566"
Karate,Shotokan KarateCentrum,www.skca.org,Theo Thijssenschool,Palmstraat 13,1015HP,Amsterdam,Centrum,,40535208,,"4,88432725","52,38166558"
